GeneInfo
YPEL4
GRAMD1B
RPL9
UBE2J2
ZNF326
PDGFB
R3HDM1
RRN3
BBX
MAP1D
LONRF3
WDR26
TMEM8B
PPP2CA
TRIM9
UHRF1BP1L
SNORD12
ACTR2
MBNL1
ARPP-21
POLS
DDX18
PTDSS1
TRIP13
LRRTM1
RIOK2
BACH1
NDEL1
TPRKB
ING2
PTPN9
JHDM1D
EIF2B3
ZNF236
TMEM171
ACBD3
HSPD1
MED10
SEMA4G
MYST4
PTCH1
TIMM22
TBC1D30
HN1L
ONECUT2
PSMA3
MYL12A
TEX9
MEIS1
IFT140
PRKRIP1
HIVEP2
ARID5B
FAM8A1
XKR8
TMX2
RBM5
MAFF
USP12
KLF13
ZDHHC17
FAM110B
ANKMY2
PRDM15-1
NECAB1
EGR1
ZADH2
MTMR12
KIAA2022
PHKA1
DPY19L1
SETBP1
RNF20
ENSTGUG00000007252
HSF2
SHROOM2
PPIB
WDR43
MNT
DSTN
SBK1
CHST1
DIP2C
MAP7
MPST
PELO
ETV3
PPP2R2D
LRRC4C
EIF4A2
ENSTGUG00000017592
SFRS7
DICER1
HS6ST1
ST5
LGR4
TLE2
TMCC2
LPHN2
BHLHB2
LONRF2
CHCHD4
THAP4
MRPL23
CDAN1
ID2
C5ORF30
SMS
HS3ST4
COPS3
SRF
TNFRSF9
STK40
DNAJC3
MGEA5
PTPN5
MAPKAPK5
BRD3
IDI1
ZBTB17
ZBTB8OS
SLC2A3
EIF5
INTS9
NOVA1
TP53RK
BSDC1
STAG2
AKIRIN2
PCMT1
JOSD1
KIAA1462
ENSTGUG00000010594
USP14
UBR5
C17ORF108
YTHDF2
TAGLN3
FBXO28
MAT2A
PPP3CA
ALG2
NSD1
PBX3
PCTK2
WDR3
CPNE1
MCAT
C14ORF83
C7ORF20
CPSF6
PPFIBP1
PEX6
PURA
PTP4A2
UQCRQ
HNRNPH1
ENSTGUG00000008883
HDHD2
PLK2
PHC3
POF1B
GPM6B
CAPZB
NCKAP1
ROCK2
FAM117B
MCTP1
RUFY2
C4ORF44
TMEM135
PLEKHG1
LNX2
FAM65A
DLG2
AGGF1
DCXR
PTPN12
PKIA
WDR36
FOS
RMND1
TXNDC12
C5ORF41
C21ORF70
CORO1C
C11ORF58
LMAN2
NGEF
DNAJB5
LOC418729
HDAC4
MBD3
AHCYL2
TMEM41B
MED13
MAPK1IP1L
SMTN
SYT4
MSTO1
INSR
THOC4
UNC84B
CXCL14
FOXO1A
CTCF
GTPBP2
MAP4K3
NR1D2
EAF2
KPNA4
CTGF
DACH2
NHP2L1
DTD1
MBTPS1
SP9
S100B
DYNC1LI1
DDX3X
PXDN
EPHA7
TLE4
THAP11
RPL11
FREQ
RP2
PIK3R1
KCTD8
EIF4E
FBXO21
C2ORF7
PDCD4
PNPT1
WNT5A
CSMD2
ETAA1
TAF5L
TERF2IP
SFRS8
HMGB3
CAMSAP1L1
STIM2
CPEB2
NIPBL
C9ORF80
KLHDC4
CCDC53
KIAA0895L
RDH10
TBC1D15
DGKI
RRP15
RAP2A
CYB561D2
SERTAD2
STT3B
CETN3
EML4
AFF4
CUL4B
C1ORF21
FUSIP1
REEP3
OPRL1
SLC6A6
MTMR9
NRG2
GFER
SULF2
BANP
RANGAP1
CCDC88A
MAP3K7IP3
ANAPC13
VTA1
UBQLN1
ERMP1
ING3
IPO5
PIP5K1A
GMEB2
ATG12
DOPEY2
CCDC58
MPV17
CSRNP3
RBM45
USP4
ABL2
ZNF398
IFNGR1
NMT2
LYRM1
TP53BP1
PSIP1
KCTD15
SLC36A1
SMAP1
GNL2
OTUD7A
NFE2L2
PDCD2L
URB1
SEC11C
SLITRK1
TAGLN
LMBRD1
SSX2IP
ST8SIA5
PSME4
FDX1
PHF21B
LOC416055
DTNBP1
RORA
IQCG
C1ORF55
PCNX
CSNK1G1
NCOA7
PDXK
XP_002200494.1
WDR52
MGA
ATP11B
TSC22D1
OXNAD1
AMACR
FMNL1
TIMP3
MEF2C
SDCBP2
ADRM1
IPMK
FCHSD2
JMY
B5FXW3_TAEGU
CREM
DUS4L
RCJMB04_23A5
KIF21A
KIAA1333
GRSF1
RAB22A
PAIP1
NUP62CL
TMEM69
MAFK
KIAA0649
PHC1
CCDC85C
LARP1
SESN2
CYB5R
JARID2
HMG20A
WNT5B
NLGN1
FAM173B
PITPNM1
DRP2
SAMD14
PPP4R4
SIRT1
ZC4H2
B5G1C5_TAEGU
ARPP19
ARFGAP1
RRAGD
ISL1
FAM114A2
NSUN2
TMEM50A
SGMS1
ATP9B
SNRPA1
C6ORF62
SPAST
RNF170
ANKRD10
MLLT10
KPNA5
UAP1L1
ARHGEF18
ENSTGUG00000011144
ETF1
SIAH3
NUP160
COG4
TMTC3
EIF2C3
NCOA3
GNG3
UTP15
JAK2
CEBPE
MYEF2
GTF2B
SERPINB8
RP9
BBS10
KLC4
KCNJ3
CHMP5
LSM12
LRRN3
SUB1
B5FYT8_TAEGU
UBE4B
TMED10
C5ORF35
PATZ1
LMO7
SPTLC1
EGR3
FBXW11
CEP57
MIR137
ZFC3H1
CALM1
AMMECR1
BZW2
ABHD13
ING1
NPTX2
RNF126
SMC5
TUSC5
C15ORF40
DGKZ
CP
CDC123
AKAP7
GADD45B
BOC
PARP11
TBL1XR1
PGS1
TRAK1
XP_002199112.1
WDR45L
NPM1
ASAP1
TPM4
STMN2
FLT1
ASF1A
PTPRT
BAI3
IPP
CERK
FBXL20
LOC415511
NEDD1
ACTR8
PTBP1
B3GNT1
SMEK2
XP_002194193.1
FOXG1
NBN
PSPC1
MBOAT1
C18ORF1
MAN1C1
PAK7
CAT
ENSTGUG00000017248
NRBF2
KIAA0922
KLHL18
POU3F4
GSTO1
CACNG4
RANBP2
TAX1BP3
DACT2
IRF2BP2
UACA
C18ORF21
STARD5
RALA
RAB6A
ORC5L
C10ORF32
POMP
C14ORF159
TAF4
COL4A3BP
EIF6
PRKAA2
AGR2
TLK1
RNF169
GABPA
FBXL5
DCUN1D5
BTAF1
JUND
MAP3K3
PITPNC1
ATP5G3
RWDD3
SSR1
SENP2
NKTR
TMEM120B
UXS1
SLC25A16
WDR33
C2ORF44
RRAGC
FGD6
ZBED4
COIL
ARF6
RCAN2
RAB11FIP4
MPHOSPH9
DUT
ZFAND2A
SFPQ
DEK
MED30
RBM16
TTC33
AMFR
SFRS12IP1
HSD17B12
NME1-NME2
CTTNBP2
PPP1R16B
AUTS2
HNRNPK
ANKRD17
NUP188
HSPE1
DHX15
ST3GAL3
MAPK8IP1
GTF2A2
JARID1A
SLC25A33
RASSF7
KDM2B
KLHL12
LUC7L3
ARSA
ZNF622
MPP6
BCAS3
GIT2
NDUFS5
H2AFY2
ARIH2
RNASEN
CUGBP2-1
ENSTGUG00000010884
DR1
SOS1
SEC61A1
FNDC3A
FAM120A
HSPH1
XBP1
NCL
HYAL2
VBP1
FEZ2
TMEM189
SRGAP2
UNC50
ATXN2
GPR12
CPEB1
PHF2
ZZZ3
YTHDF3
CDC42BPB
CUL9
RPRD1A
RHOBTB1
KIF5B
STRN3
C10ORF2
YPEL1
CCT8
GTF2H5
TARBP1
PDE3A
ERP29
TNFAIP1
AP3D1
GTPBP1
DUSP5
INTS10
RSL1D1
NSBP1
RHPN1
MTF2
IRS2
CUL1
STRAP
CLMN-1
WDR48
STK16
FRMD3
ATXN7L1
VPS4B
RBMX
POSTN
SRFBP1
STMN1
UBE2A
XP_002198613.1
SOX11
AP4E1
GATAD1
PELI1
TAF13
NIPA2
KBTBD11
DNAJB11
SRRM3
UHRF2
LFNG
RNPC3
GRAMD4
GALNT14
RNF7
BPGM
TTC7B
MRPL27
FAM92A1
RRAD
IAPP
RNF217
CBX4
NLK
SPCS3
CDK8
GLP1R
RUFY3
C18ORF10
MBNL2
MAGI1
FBXO7
FRMPD4
MED14
CRELD2
C21ORF63
C16ORF61
FAM105B
MLF1
MRPS18A
KCNK5
ABTB2
NFRKB
C17ORF59
PDE2A
GRB2
R3HDM2
USP37
C22ORF36
DUSP4
HSD17B7
LLPH
SNX24
UBE2W
CHRAC1
TAOK1
MAF
WSB1
CEP110
C13ORF37
NUP153
EXTL3
SDF2L1
UBP1
ANAPC7
DAP
NCK2
ITPKA
YPEL5
FAF2
LYSMD3
OXR1
MKL2
CCT5
PUM1
HSD11B1L
KLF9
NOLC1
SOX2
DDX26B
MAN2B2
LOC422221
UNC84A
CDV3
TRIM36-1
LRRTM2
MSH6
PTPN2
SLC25A5
THUMPD1
KCNC1
FOXO3
LIFR
MARK1
RALGAPB
ZNF827
AIG1
MTMR2
EIF4G3
RAD51
ZMYND19
BAIAP2
KCNS1
PRPF18
POLE4
NTS
PDCD10
RPL37
DPP7
RAB8B
SLMAP
AMOTL2
MED9
PPARD
AQR
ZFHX4
YPEL2
CEBPZ
ZNF346
NAB1
GPR175
KCTD5
TNRC18
ZC3H7A
WIPI1
RNASEK
C10ORF118
PCOLCE2
EIF5A2
GRB10
CA2
CPT1C
GNAZ
NXT2
PDE4DIP
TMEM229B
TRIB1
DENND2A
FAR1
PRKCA
EEF1A1
OXCT1
TMEM43
BRWD3
LANCL1
B4GALT4
SPG7
RCJMB04_1J7
KLHL20
FCF1
SLMO1
ALDH3A2
CKS1B
RANBP9
SLC44A1
ERI1
POU3F4-A
ECE2
PHIP
CCDC6
LRRC8D
SIPA1L1
SAR1A
CEP170
BCL10
TCHP
ENSTGUG00000017571
ROMO1
HEATR1
C2ORF77
XRN1
AKTIP
JMJD6
GFM2
DDX21
ARL3
FGD4
NR4A2
SMAD7
BC030336
UBAP2
ZGC:113518
NPAL3
SETD3
KIAA0240
UAP1
ADSS
SAFB-1
OSBPL6
KPNB1
MRPL17
GUCY1A3
RCAN1
DLG3
SLC25A25
ENSTGUG00000012426
LONP1
CREG2
IFRD1
YRDC
ORAI1
ZMYND8
ZCCHC8
ZFAND5
KIAA0753
SF3B14
BHLHE41
NDUFA6
MOBKL1A
GDE1
SYNCRIP
SYTL4
5-Mar
CHSY1
FRY
SIRT6
SAMD11
YTHDF1
MIPEP
LEMD2
CTBP1
AFAP1
H3F3B
PDDC1
CELF5
AP1S2
RAPH1
NPY1R
RELT
ACTN1
KIAA0895L-1
HNRNPD
IDH1
ATXN3
RSL24D1
GAS1
APTX
PPP1R12A
INPP5D
MFSD10
ZDHHC4
TMUB2
IFT122
RBM38
LIMK1
EXOC1
TMEM104
NAA25
HARBI1
MPPE1
MCF2L
PPHLN1
SNCAIP
RMND5A
FOXQ1
C15ORF41
SOAT1
SLC1A1
ACSBG2
RGS4
PURB
USP10
PALM2
PLCXD3
POU2F1
VLDLR
ASCL1
DACH1
CCRL2
PSMD11
PCSK1
SS18L1
RNF145
C11ORF74
NUP214
TMCC3
GSTO2
POMT2
SFRP1
FXR1
FAM44B
PPPDE1
GK
IPO7
BBS2
USP22
PIGU
DUSP19
C18ORF51
SGTB
ZC3H6
ZBTB47
ACSL3
C1ORF156
ACCN2
PHLDA1
XP_002188032.1
ZNF830
WDR7
WDR75
EDAR
MAMLD1
REEP2
ALMS1
DDB2
XP_002194412.1
SLC38A7
DLG1
FBXW2
KIAA1107
KCNMB2
SIP1
GARS
MTMR7
PARK7
LASP1
PDE12
ASB8
NT5C3
LOC418040
LNPEP
BRIX1
ENGASE
ODC1
EFHA2
BLM
BASP1
MRPS31
TRIB2
MKL1
RAB4A
CSNK1A1
POLR3E
HBE1
DFNA5
UTP14A
TMEM97
KLF3
SLITRK2
PLLP
CREB3
MAGT1
ENSTGUG00000017606
UBE2Q2
LOC693265
ANKLE2
B3GALT6
FANCL
EFNB2
LOC420079
ZFP36L2
ZNF839
WAPAL
CALB1
NPY
KCNJ9
NARG1
KCNG1
WDTC1
LHFPL4
TDG
POLR1D-2
SPRY4
RANBP1
EIF2S3
ATG5
ATIC
SMARCA5
CAMK2A
RUSC2
NOL8
RND2
TALDO1
C6ORF170
RBM17
ZNF821
ZBTB6
OAZ1
ZYG11A
RRP9
UPRT
ENSTGUG00000017351
VTI1A
TLN1
SKI
FAM40A
HTR1D
C12ORF30
ING5
TNRC6C
TRIM3
EGR2
SPTY2D1
FECH
TOP1
TRIM37
MT-CYB
C17ORF28
SLC4A7
DCAF10
KCNK2
ENSTGUG00000018510
AIMP1
IFT88
C9ORF125
FRMPD3
CHUK
SNX10
LDHD
CAMKK2
NONO
ACSL1
TUBGCP4
TGFBR1
TET3
SEC24B
XP_002200388.1
TRAM1
XKRX
TMEM60
SHF
RGS7
C11ORF46
NAP1L1
ZFYVE1
FBXL10
JMJD1A
CUL3
CHST11
TCP11L2
FAM46A
SNTG1
HEXDC
ZEB1
PDZRN4
B4GALNT4
TGFB2
CDC37L1
PCDH10
JMJD1C
SOD1
PEX1
POU3F1
C19ORF26
C15ORF44
DAB2IP
DMAP1
RPS6
ID4
NPEPL1
ALAS1
PLCB1
AQP7
MAP1LC3B
FBXL6
MRPL36
HINT3
ANP32A
ASB3
NBR1
FBXO33
SGK3
FAM175B
C19ORF44
RPS24
PDE7B
C1ORF149
NEDD4-1
TFDP1
BDNF
SEC11A
TMEM5
EFNB1
CTSL1
NDUFAF2
NEU1
SF3B3
POLD3
GAD2
HARS
FAM108A1
CSNK2A1
NIT2
SENP6
ACTR6
ENSTGUG00000011132
LONRF1
C11ORF73
XP_002195302.1
MXI1
UCHL3
HSP90B1
KDSR
BC005537
AP2B1
AOF1
CAPZA2
TARDBP
FAM134C
CRY1
STIL
RHOB
KBTBD2
SNX1
RBL1
PCDH19
HDGFRP3
EEFSEC
C9ORF89
MN1
TXNDC10
PRKAR1A
ATP1B4-2
VPS39
TEX10
DLGAP2
DNMT3A
RPP38
RASGEF1B
MAPK14
CD38
FANCF
ABI1
CNOT10
CCDC80
APH1A
ACTG2
C11ORF41
CHD2
C20ORF142
CNTNAP2
USP15
NASP
PDCD6IP
RAC3
DYNC1LI2
GNAL
XP_002190679.1
BRP44
ARL4C
NDUFS3
GRM4
LINGO2
PSMA4
TMEM199
BMS1
DIMT1L
CYB5R3
ELAVL1
ADAM22
SHANK2
FBXO3
IGF1R
EBF1
ZSWIM6
DDX24
PIAS2
PNLDC1
FAM84A
CDH11
TRA2A
LOC395611
TCF20
DEGS1
GTLF3B
CACNG3
AKAP8
GDAP1
EBAG9
DGCR6
LBH
TTC38
STK25
TOLLIP
UCP2
STOML2
ALDH5A1
HINT2
KCNV1
UBXN2A
EPM2A
TCERG1
GSPT1
BCAR1
DYDC1
INO80D
UBE2D2
MMADHC
C1ORF144
KIAA0652
NR4A3
FEZ1
IMP3
ZFYVE28
TEF
ATL2
ARNT2
UBE3A
MRPL38
NFKBIE
VPRBP
CIDEC
ERGIC3
CDC2L5
OXSR1
P4HA1
UBE3B
C17ORF106
ERCC8
ACTG1
ARHGEF2
TNPO1
RNF19B
RGS20
TGFBRAP1
WDR5
ZBTB1
SLC6A1
TOMM34
NUPL1
EHMT1
MID1
P2RY1
FADS2
TESK1
TXN2
SPIN1
TMEM111
TBL3
PUM2
LOC427250
FGF18
FEM1C
PTBP2
ZBTB44
UIMC1
DLG5
GALNT10
MINA
RAB1A
PITPNM3
XKR7
PI15
ARHGDIA
MORN4
HNRPDL
MAPKSP1
SGK1
RIC8B
RCBTB1
MMACHC
B4GALT3
ZNF532
FNDC4
SLC7A14
LZTR1
MXD4
SMN
UBASH3B
SEC63
WBP4
ZFYVE27
ANXA11
KLF11
SV2C
GNAS
CSDC2
ZFAND2B
ANP32B
SYBL1
KIAA1377
VPS37D
TEAD3
SSBP1
C9ORF72
TRAPPC10
GSG1L
ACVR2A
NFASC
PAPD4
ITCH
NRIP3
C14ORF147
LARGE
LOC416755
PDIA3
ROD1
C9ORF61
REV3L
WBP11
PANK1
IRS4
FBXO31
SLC5A3
CDH2
SETD1B
TAGLN2
IQGAP1
TXLNA
ANKS3
TSR1
PEX5L
SETMAR
CARS
KLF12
GABBR2
KIAA0586
CABIN1
ACTA2
GNL3
ERBB2IP
MAGI2
RIMS2
MSH4
C14ORF23
BRCC3
TRIM23
KCNS2
ATP5S
KANK1
CSNK1E
TSC22D3
RICTOR
EZH1
IGSF1
CHAF1A
EIF2AK3
PDCL
KDM6A
STK3
ERRFI1
B5FZ53_TAEGU
TUBA1C
EPHA5
BCL9
HMGN1
MITF
POLR2D
MED24
WDYHV1
ENO2
WBSCR17
IL1R2
TCTE1
DNAJA1
RFX3
RB1CC1
TCTA
KCNMB4
PHF20
C4ORF21
OTUD6B
SLTM
TPM3
XRCC6BP1
CNNM1
NAPEPLD
ARPC5L
NT5C3L
ADAM11
ZNF292
DCUN1D2
EIF2S1
FIG4
LOC416968
WASH1
ALKBH3
H3F3A
OGT
GABARAPL1
NEDD4L
WASF3
MRPS6
C19ORF10
RAVER2
ZFYVE21
TM2D1
TRIM13
NCAPG
C4ORF8
PTDSS2
SEC22C
TSPAN7
IMPAD1
PTPRM
AAMP
PPRC1
CFH
TSPAN12
NUP88
XP_002195769.1
RPS20
WTIP
TBC1D9B
LRCH1
WDR1
UQCR11
ERLIN2
TOMM7
KIAA1024
RGPD1
DMTF1
TMEM123
PPID
BHLHE40
SH3BP1
PM20D1
C5ORF45
RNFT2
ANKDD1A
TSKU
RFC4
KCTD21
TAF1C
BHLHE22
STRA13
RAB11FIP3
FAM109B
DLX1
CNKSR2
PLEKHO1
NUDT8
CDH8
ADAP1
UTP6
NAMPT
FBXO4
BCR
ENSTGUG00000003396
ENSTGUG00000017707
ATG3
AP3M1
ILK
UCP3
TRPV1
CUGBP2
DUSP11
TPX2
HERC4
SLC25A46
GOLT1B
SDHD
YTHDC1
NUCB2
RRAS2
PLAA
FARSB
RNASET2
SLC30A4
ENSTGUG00000012243
C15ORF42
CACNB4
PLEKHA3
BLVRA
TNFRSF19
LRMP
BRS3
ENSTGUG00000001630
WNK1
DPH1
GOLPH3
USP9X
CCDC93
TAF7
UBIAD1
ANUBL1
CCDC104
RAD54L
SLC8A3
C22ORF13
CHAT
PAK1IP1
TMEM170B
RTN1
LPCAT1
DAGLB
LOC402778
C3ORF21
MED20
FTSJ2
KIAA1370
ENSTGUG00000017925
SLITRK5
NFYA
C3ORF17
PYROXD1
LPPR1
SFRS12
EMG1
PMEPA1
VPS18
MNAT1
CYB5A
CYGB
BMI1
ARPP21
C1ORF96
ZFP462
PHF21A
ANAPC2
HEXDC-2
TRAF2
NUP35
FAM126B
MRPL55
AP3M2
MED12
RABEPK
C10ORF104
ST3GAL2
PLCL2
TTC9
VDAC1
ERP44
PROSC
NAT8L
AGTPBP1
MTAP
FBRSL1
LDLRAD3
TLE1
BCL9L
JPH1
TMCC1
PAFAH1B2
PISD
RCJMB04_31O3
PSMD9
NDUFB2
RGL1
NOP58
C7ORF60
HMGN2
KLF2
PPP2R2B
TBC1D4
RAP2C
EPHB3
TTLL5
LOC416926
CEND1
DUSP6
NUP54
CLDN12
NOL12
POLG
LCOR
KIAA1919
C7ORF41
TMEM106B
SLC7A6
PBP
MAP3K1
NCOA2
MEA1
TLE3
PEX14
PA2G4
LIMD2
TCEB3
VPS53
SLC44A2
LHFP
CABP1
DNAJC2
NCOA5
KIFC1
CHD9
SYT14
C1ORF71
CABC1
TTC32
DENND5B
CUL5
SRP72
CTNNB1
CASP2
UPF1
8-Mar
RBM14
GOLGB1
CDC2L6
ACOX1
CASP8
ZBTB33
PDE4B
RAB14
ZFYVE20
PACSIN2
MNS1
KLHL2
CDKL5
PTP4A3
RCJMB04_3A6
MGLL
INO80C
SMEK1
DNAJA4
C6ORF52
CA7
GATAD2B
MEAF6
ZBTB26
MTERFD1
VPS13D
SNX4
CLASP2
MDH2
TMEM128
NFS1
METTL9
SIX3
FSCN1
ENSTGUG00000018028
PCSK5
KIAA0528
INSIG1
FAM105A
TRUB1
RAD51C
ZC3H14
PDIA5
CNOT6
ARRDC3
FRAP1
ZRANB3
BRI3
RPRD1B
LBR
SOX1
KIAA0895
TP53I11-1
TELO2
PKNOX2
TCF12
C10ORF28
RBBP6
LEPROT
ARNTL
LHFPL5
FYTTD1
LIN52
CLCA2
CLIC3
BNIP3L
C8ORF76
C1ORF57
ODZ2
FAM131A
CRK
C10ORF104-2
TNFAIP2
ARHGEF12
SLC13A3
PSMD10
C1ORF174
TTC39C
SPATA20
GPBP1
KIAA0368
SLC38A2
NR4A1
AKR1B1
TDP1
PHF6
CTNNBIP1
SH3RF2
KLHL32
FAM135A
SIAH2
BCL7A
ENSTGUG00000003816
PLDN
CEP63
LRRN2
TIPARP
NSMCE4A
DERL1
C20ORF4
ZNF831
IKBKAP
EWSR1
FN3KRP
MSL3L1
ANKRD28
MYO1F
NINL
RNF4
HUNK
ENSTGUG00000010312
TMEM93
GRIN2B
LOC771266
TMEM151B
TMEM121
UBE2L3
RPP25
RAB32
UGCGL1
SMPD3
MSH3
EIF3F
UBFD1
LOC395251
PPM1M
ENSTGUG00000000772
ZC3H7B
PSMC3
DNMBP
AMOT
ABCE1
NUFIP2
DEPDC6-1
SERPINC1
CCND2
VMA21
TNRC6A
AURKAIP1
MAN1B1
PAFAH1B1
C3ORF39
PABPC1
SAAL1
C1ORF168
ZMAT4
GPATCH8
OPA1
TTC8
DPF3
PSMA5
DUSP1
TOMM20
FTSJ3
RBM6
FAM184A
NSMAF
MOSPD2
C1ORF91
NAIF1
C16ORF63
MACF1
UPB1
LYRM2
PDIA4
CLPTM1
TBC1D24
ATF7IP
CRYL1
SNIP1
C22ORF32
AARS2
ABCB7
RHOA
FAM169A
PPAPDC3
ENSTGUG00000002805
PARD6A
EPC1
FPGS
C16ORF62
UFM1
SLC35F4
CACNG7
KIAA1217
VAC14
C8ORF33
RPS6KA6
CIAPIN1
PIK3C2A
ZC3H8
PTEN
HEATR6
SPOCK1
C3ORF37
NR2C2
AMMECR1L
ARMC1
VPS8
ATP5D
PACSIN1
CHRNA4
C6ORF106
HISPPD1
GPT2
RCCD1
INTS6
CTDP1
H2AFZ
NUCKS1
RABL2B
C19ORF70
TUT1
NR2F2
FAIM2
MPHOSPH10
XPA
TRIM63
BLOC1S2
MARCKS
C2ORF56
COL11A1
TSC2
TMEM74
PSMD14
UCN
GGA1
SHPRH
RABL3
LOC422381
C4ORF48-1
TTC39A
NT5DC1
COL23A1
BRD1
CCDC88B
CXORF15
VRK1
RAB35
SIN3B
TSPAN13
LOC422509
STRADB
HRH1
MFGE8
ENSTGUG00000017777
TP53INP1
COX6A1
TIAL1
RPL39P5
UFD1L
WBSCR16
VEGFA
RPS6KC1
EYA1
EPB41L4A
PCIF1
CD2
RELN
FTSJD2
TBL1X
SDCCAG8
C1ORF146
DNAJC13
SOX17
ABCC10
ACSS2
ADCK3
ADRA2C
ALG6
ANKRD13A
APOB
APOVLDLII
ARHGAP10
ARHGAP22
ARIH1
ARL2BP
ARMC9
ATP6V0A2
ATP6V0A4
BCS1L
BEAN1
BTK
C9ORF95
CA3
CAPRIN2
CBX3
CCDC41
CDH4
CEP350
CHIC1
CHRM4
CLCN1
CLEC16A
CNOT1
CSRP2
CTSD
CXORF57
CYBB
CYSLTR2
DMN
DNAH3
DYRK3
EDC4
EDNRA
ENDOD1
ENO4
EPHA4
EXOSC2
EXOSC3
EXOSC7
FBP2
FBXL15
FEN1
FKBP15
FLT4
FOPNL
FTH1
GDPD4
GLYR1
GNPTAB
GPD2
GPNMB
GPR112
GPR64
GPR83
GPX8
GTF3C1
H6PD
HECTD3
HNF1A
IGF2R
IL22
INPP5E
KBTBD10
KCNK10
KIAA0415
KIF3A
L3MBTL2
L3MBTL3
LOC422353
LOC422384
LOC423015
LOC426893
LOC428867
LOC769755
LRGUK
LRP8
LRRC38
MANBA
MEOX1
MSL2
MUDENG
MYO1H
MYOM1
NAA15
NAE1
NCSTN
NDST3
NDUFS1
NEO1
NID1
NRAP
NT5C1B
NUDC
NUMB
NXN
ODF2
OSBPL1A
OTOG
PABPC4
PDE11A
PDE8A
PDHA1
PDHB
PDP1
PDPR
PEX12
PFKP
PICALM
PIP5K1C
PLA2G6
PLAGL2
POPDC2
PPEF1
PPP1R3B
PRKCQ
PRKCZ
PSEN2
RAP1GDS1
RASA3
RASL11B
RC3H2
RGR
RPL5
SACM1L
SAV1
SBNO1
SDR42E2
SEC23A
SEC24A
SF3A2
SHCBP1
SKA3
SLC23A2
SLC25A24
SLC25A30
SLC26A4
SLC29A4
SLC30A9
SLC41A1
SLC6A2
SMAD1
SP3
SRGAP1
STOML3
SUCLA2
TES
TEX14
TEX2
TLK2
TM6SF1
TMEM120A
TMEM132D
TMEM215
TMEM63B
TMPRSS12
TNFSF10
TNNI2
TPTE2
TRIM24
TSPAN3
TTN
U2AF1
WDR59
WDR66
WHSC2
XK
ZER1
ZNF143
ENSGALT00000002439
ENSGALT00000005719
ENSGALT00000016927
ENSGALT00000017732
ENSGALT00000022354
ENSGALT00000034695
ENSGALT00000038310
ENSGALT00000039896
ENSGALT00000040962
ENSGALT00000041080
LOR
PTTG1
SPOPL
MED17
RALB
FAM117A
RPGR
ATF2
ERBB4
CYFIP1
PTTG1IP-2
PTTG1IP
ADPGK
TMEM62
ARHGEF7
ZNF711
C3ORF59
PRKAR1B
SKAP2
C12ORF51-1
C12ORF51
B5G0R0_TAEGU
ATP2B1
ZFPM1
CLK2
ENSTGUG00000005204
ENSTGUG00000017592
GLG1
BCL2L1
CPSF3L
RBM12
LOC422945
DSPP
C10ORF104-2
C10ORF104
NUDT4
NMRAL1
DCK
FUK
VSTM2A
AKAP6
MTDH
TTC15
